#geom;width;cost;start_time;end_time;iteration
LINESTRINGZ(-36.8109 46.4394 0, -38.7325 44.6656 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(24.8362 -56.0975 0, 22.7019 -52.7144 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(22.7019 -52.7144 0, 20.5677 -49.3314 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(20.5677 -49.3314 0, 18.4334 -45.9484 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(18.4334 -45.9484 0, 16.2991 -42.5653 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(16.2991 -42.5653 0, 14.1649 -39.1823 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(14.1649 -39.1823 0, 12.0306 -35.7993 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(12.0306 -35.7993 0, 9.89633 -32.4162 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(9.89633 -32.4162 0, 7.76207 -29.0332 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(7.76207 -29.0332 0, 5.62781 -25.6501 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(5.62781 -25.6501 0, 3.49354 -22.2671 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(3.49354 -22.2671 0, 1.35928 -18.8841 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(1.35928 -18.8841 0, -0.774983 -15.501 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-0.774983 -15.501 0, -2.90925 -12.118 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-2.90925 -12.118 0, -5.04351 -8.73498 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-5.04351 -8.73498 0, -7.17777 -5.35194 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-7.17777 -5.35194 0, -9.31204 -1.96891 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-9.31204 -1.96891 0, -11.4463 1.41412 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-11.4463 1.41412 0, -13.5806 4.79716 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-13.5806 4.79716 0, -15.7148 8.18019 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-15.7148 8.18019 0, -17.8491 11.5632 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-17.8491 11.5632 0, -19.9834 14.9463 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-19.9834 14.9463 0, -22.1176 18.3293 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-22.1176 18.3293 0, -24.2519 21.7123 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-24.2519 21.7123 0, -26.3861 25.0954 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-26.3861 25.0954 0, -28.5204 28.4784 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-28.5204 28.4784 0, -30.6547 31.8614 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-30.6547 31.8614 0, -32.7889 35.2445 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-32.7889 35.2445 0, -34.9232 38.6275 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-34.9232 38.6275 0, -37.0575 42.0105 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-37.0575 42.0105 0, -38.7325 44.6656 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-38.7325 44.6656 0, -40.887 48.0358 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-40.887 48.0358 0, -43.0416 51.4059 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-43.0416 51.4059 0, -45.1962 54.7761 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-45.1962 54.7761 0, -47.3507 58.1462 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-47.3507 58.1462 0, -49.5053 61.5164 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(32.9684 -69.6618 0, 31.1694 -66.0892 0);9;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(31.1694 -66.0892 0, 29.3703 -62.5166 0);9;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(24.8362 -56.0975 0, 26.3542 -52.3967 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(29.3703 -62.5166 0, 29.2705 -62.3185 0);9;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(26.3542 -52.3967 0, 27.8722 -48.6959 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(29.2705 -62.3185 0, 26.9488 -59.0613 0);9;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(27.8722 -48.6959 0, 29.3902 -44.9952 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(26.9488 -59.0613 0, 24.8362 -56.0975 0);9;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(29.3902 -44.9952 0, 30.9082 -41.2944 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(30.9082 -41.2944 0, 31.9743 -38.6955 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-29.1206 59.5556 0, -29.2325 56.7656 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-29.2325 56.7656 0, -30.5436 52.9866 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-30.5436 52.9866 0, -30.9325 51.8656 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-30.9325 51.8656 0, -33.8717 49.1525 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-33.8717 49.1525 0, -36.8109 46.4394 0);4;10;2014-08-30 00:00:01;2014-08-30 00:00:02;1
LINESTRINGZ(-35.2578 45.0057 -1.36057E-13, -44.8121 52.6168 1.77835E-14);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(3.48766 -23.6464 -2.63529E-11, 21.9682 -53.8774 1.86443E-12);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(21.9682 -53.8774 1.86443E-12, 20.1282 -50.0279 -2.91525E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(20.1282 -50.0279 -2.91525E-13, 17.4686 -47.4776 -1.41999E-12);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(17.4686 -47.4776 -1.41999E-12, 17.4682 -40.7123 1.45762E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(17.4682 -40.7123 1.45762E-13, 13.9972 -39.4481 -9.70433E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(13.9972 -39.4481 -9.70433E-13, 12.2335 -35.4777 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(12.2335 -35.4777 0, 10.0286 -32.2066 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(10.0286 -32.2066 0, 7.91766 -28.7865 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(7.91766 -28.7865 0, 5.78199 -25.4057 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(5.78199 -25.4057 0, 3.65285 -22.0146 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(3.65285 -22.0146 0, 1.52199 -18.6262 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(1.52199 -18.6262 0, -0.608423 -15.237 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-0.608423 -15.237 0, -2.73895 -11.8481 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-2.73895 -11.8481 0, -4.86945 -8.45907 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-4.86945 -8.45907 0, -6.99996 -5.07008 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-6.99996 -5.07008 0, -9.13046 -1.68109 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-9.13046 -1.68109 0, -11.261 1.7079 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-11.261 1.7079 0, -13.3914 5.09694 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-13.3914 5.09694 0, -15.5221 8.48575 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-15.5221 8.48575 0, -17.6521 11.8754 6.78711E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-17.6521 11.8754 6.78711E-13, -19.7843 15.2618 2.27833E-15);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-19.7843 15.2618 2.27833E-15, -21.9086 18.6606 5.57364E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-21.9086 18.6606 5.57364E-13, -24.0625 22.0125 3.18842E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-24.0625 22.0125 3.18842E-13, -26.1041 25.5424 -9.33504E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-26.1041 25.5424 -9.33504E-13, -28.3235 28.7906 -3.41605E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-28.3235 28.7906 -3.41605E-13, -30.5199 32.0751 2.93041E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-30.5199 32.0751 2.93041E-13, -32.554 35.6168 2.27579E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-32.554 35.6168 2.27579E-13, -34.6993 38.9825 5.75632E-15);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-34.6993 38.9825 5.75632E-15, -37.2723 41.67 -4.27007E-14);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-37.2723 41.67 -4.27007E-14, -44.8121 52.6168 1.77835E-14);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-44.8121 52.6168 1.77835E-14, -41.4294 47.1875 3.02364E-14);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-41.4294 47.1875 3.02364E-14, -43.0704 51.3609 -1.27676E-14);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-43.0704 51.3609 -1.27676E-14, -45.1657 54.8237 5.33759E-15);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-45.1657 54.8237 5.33759E-15, -45.9431 60.348 1.52423E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-45.9431 60.348 1.52423E-13, -49.7859 61.0774 -2.69762E-12);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(32.7726 -70.0506 4.41623E-15, 32.0457 -64.3489 7.47796E-15);9;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(32.0457 -64.3489 7.47796E-15, 29.9516 -61.3622 -1.6864E-14);9;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(3.48766 -23.6464 -2.63529E-11, -19.0171 58.2138 4.93687E-12);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(29.9516 -61.3622 -1.6864E-14, 25.9373 -52.5322 -1.50906E-14);9;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-19.0171 58.2138 4.93687E-12, 116.391 -264.495 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(25.9373 -52.5322 -1.50906E-14, 27.6103 -58.1332 1.15994E-14);9;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(116.391 -264.495 0, 31.3513 -49.776 4.17569E-18);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(27.6103 -58.1332 1.15994E-14, 3.48766 -23.6464 -2.63529E-11);9;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(31.3513 -49.776 4.17569E-18, 32.2023 -44.4493 -3.30649E-18);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(32.2023 -44.4493 -3.30649E-18, 31.9743 -38.6955 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-29.1206 59.5556 0, -29.5532 57.69 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-29.5532 57.69 0, -30.5544 53.0177 0);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-30.5544 53.0177 0, -31.6617 51.7002 -1.19195E-18);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-31.6617 51.7002 -1.19195E-18, -33.5112 48.8198 -1.67798E-12);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-33.5112 48.8198 -1.67798E-12, -35.2578 45.0057 -1.36057E-13);4;10;2014-08-30 00:00:02;2014-08-30 00:00:03;2
LINESTRINGZ(-35.2578 45.0057 -1.36057E-13, -44.8121 52.6168 1.77835E-14);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(3.48766 -23.6464 -2.63529E-11, 21.9682 -53.8774 1.86443E-12);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(21.9682 -53.8774 1.86443E-12, 20.1282 -50.0279 -2.91525E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(20.1282 -50.0279 -2.91525E-13, 17.4686 -47.4776 -1.41999E-12);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(17.4686 -47.4776 -1.41999E-12, 17.4682 -40.7123 1.45762E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(17.4682 -40.7123 1.45762E-13, 13.9972 -39.4481 -9.70433E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(13.9972 -39.4481 -9.70433E-13, 12.2335 -35.4777 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(12.2335 -35.4777 0, 10.0286 -32.2066 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(10.0286 -32.2066 0, 7.91766 -28.7865 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(7.91766 -28.7865 0, 5.78199 -25.4057 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(5.78199 -25.4057 0, 3.65285 -22.0146 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(3.65285 -22.0146 0, 1.52199 -18.6262 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(1.52199 -18.6262 0, -0.608423 -15.237 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-0.608423 -15.237 0, -2.73895 -11.8481 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-2.73895 -11.8481 0, -4.86945 -8.45907 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-4.86945 -8.45907 0, -6.99996 -5.07008 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-6.99996 -5.07008 0, -9.13046 -1.68109 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-9.13046 -1.68109 0, -11.261 1.7079 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-11.261 1.7079 0, -13.3914 5.09694 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-13.3914 5.09694 0, -15.5221 8.48575 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-15.5221 8.48575 0, -17.6521 11.8754 6.78711E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-17.6521 11.8754 6.78711E-13, -19.7843 15.2618 2.27833E-15);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-19.7843 15.2618 2.27833E-15, -21.9086 18.6606 5.57364E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-21.9086 18.6606 5.57364E-13, -24.0625 22.0125 3.18842E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-24.0625 22.0125 3.18842E-13, -26.1041 25.5424 -9.33504E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-26.1041 25.5424 -9.33504E-13, -28.3235 28.7906 -3.41605E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-28.3235 28.7906 -3.41605E-13, -30.5199 32.0751 2.93041E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-30.5199 32.0751 2.93041E-13, -32.554 35.6168 2.27579E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-32.554 35.6168 2.27579E-13, -34.6993 38.9825 5.75632E-15);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-34.6993 38.9825 5.75632E-15, -37.2723 41.67 -4.27007E-14);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-37.2723 41.67 -4.27007E-14, -44.8121 52.6168 1.77835E-14);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-44.8121 52.6168 1.77835E-14, -41.4294 47.1875 3.02364E-14);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-41.4294 47.1875 3.02364E-14, -43.0704 51.3609 -1.27676E-14);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-43.0704 51.3609 -1.27676E-14, -45.1657 54.8237 5.33759E-15);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-45.1657 54.8237 5.33759E-15, -45.9431 60.348 1.52423E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-45.9431 60.348 1.52423E-13, -49.7859 61.0774 -2.69762E-12);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(32.7726 -70.0506 4.41623E-15, 32.0457 -64.3489 7.47796E-15);9;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(32.0457 -64.3489 7.47796E-15, 29.9516 -61.3622 -1.6864E-14);9;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(3.48766 -23.6464 -2.63529E-11, -19.0171 58.2138 4.93687E-12);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(29.9516 -61.3622 -1.6864E-14, 25.9373 -52.5322 -1.50906E-14);9;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-19.0171 58.2138 4.93687E-12, 116.391 -264.495 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(25.9373 -52.5322 -1.50906E-14, 27.6103 -58.1332 1.15994E-14);9;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(116.391 -264.495 0, 31.3513 -49.776 4.17569E-18);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(27.6103 -58.1332 1.15994E-14, 3.48766 -23.6464 -2.63529E-11);9;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(31.3513 -49.776 4.17569E-18, 32.2023 -44.4493 -3.30649E-18);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(32.2023 -44.4493 -3.30649E-18, 31.9743 -38.6955 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-29.1206 59.5556 0, -29.5532 57.69 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-29.5532 57.69 0, -30.5544 53.0177 0);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-30.5544 53.0177 0, -31.6617 51.7002 -1.19195E-18);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-31.6617 51.7002 -1.19195E-18, -33.5112 48.8198 -1.67798E-12);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-33.5112 48.8198 -1.67798E-12, -35.2578 45.0057 -1.36057E-13);4;10;2014-08-30 00:00:03;2014-08-30 00:00:04;3
LINESTRINGZ(-35.2578 45.0057 -1.36057E-13, -44.8121 52.6168 1.77835E-14);4;10;2014-08-30 00:00:04;2014-08-30 00:00:05;4
LINESTRINGZ(3.48766 -23.6464 -2.63529E-11, 21.9682 -53.8774 1.86443E-12);4;10;2014-08-30 00:00:04;2014-08-30 00:00:05;4
LINESTRINGZ(21.9682 -53.8774 1.86443E-12, 20.1282 -50.0279 -2.91525E-13);4;10;2014-08-30 00:00:04;2014-08-30 00:00:05;4
LINESTRINGZ(20.1282 -50.0279 -2.91525E-13, 17.4686 -47.4776 -1.41999E-12);4;10;2014-08-30 00:00:04;2014-08-30 00:00:05;4
LINESTRINGZ(17.4686 -47.4776 -1.41999E-12, 17.4682 -40.7123 1.45762E-13);4;10;2014-08-30 00:00:04;2014-08-30 00:00:05;4
