#geom;width;cost;start_time;end_time;iteration
LINESTRINGZ(-41.6361 47.7809 0.00349546, -43.9767 52.3979 -0.00301678);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-43.9767 52.3979 -0.00301678, -46.6396 58.9427 0.0208134);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-46.6396 58.9427 0.0208134, -45.0257 60.0572 0.0354019);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-45.0257 60.0572 0.0354019, -50.0623 61.0249 -0.0178301);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(32.3982 -73.0018 -0.23868, 34.1319 -67.7437 0.0217055);9;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(34.1319 -67.7437 0.0217055, 35.253 -68.8748 -0.0259831);9;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(6.98901 -28.8822 -0.00553733, -26.0216 48.214 -0.0249293);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(35.253 -68.8748 -0.0259831, 28.592 -40.2025 -0.190466);9;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-26.0216 48.214 -0.0249293, 133.875 -222.824 -0.0952506);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(28.592 -40.2025 -0.190466, 32.9064 -64.9242 0.0291578);9;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(133.875 -222.824 -0.0952506, 31.8602 -52.9596 -2.40343E-11);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(32.9064 -64.9242 0.0291578, 6.98901 -28.8822 -0.00553733);9;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(31.8602 -52.9596 -2.40343E-11, 32.5224 -46.453 1.24945E-10);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(32.5224 -46.453 1.24945E-10, 31.9743 -38.6955 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-29.1206 59.5556 0, -29.6194 57.9992 -0.000943803);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-29.6194 57.9992 -0.000943803, -30.5181 53.3072 -0.00791024);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-30.5181 53.3072 -0.00791024, -31.6214 51.632 -0.00423243);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-31.6214 51.632 -0.00423243, -35.2848 45.9216 -0.00216028);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-35.2848 45.9216 -0.00216028, -35.3148 45.1355 0.0130353);4;10;2014-08-30 00:00:46;2014-08-30 00:00:47;46
LINESTRINGZ(-35.3148 45.136 0.00948164, -44.8483 52.8708 -0.00165071);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(6.98906 -28.8821 -0.0201095, 21.9903 -53.6109 -0.00312507);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(21.9903 -53.6109 -0.00312507, 19.954 -50.261 -0.0114889);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(19.954 -50.261 -0.0114889, 16.2977 -45.5015 -0.331278);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(16.2977 -45.5015 -0.331278, 19.2627 -41.7779 0.2238);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(19.2627 -41.7779 0.2238, 14.1611 -40.6516 0.0140666);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(14.1611 -40.6516 0.0140666, 15.513 -40.7154 -0.0209199);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(15.513 -40.7154 -0.0209199, 7.78004 -28.6649 -0.00548081);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(7.78004 -28.6649 -0.00548081, 8.77206 -30.0015 0.0334879);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(8.77206 -30.0015 0.0334879, 5.60873 -25.0784 -0.0287521);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(5.60873 -25.0784 -0.0287521, 3.73336 -22.0536 0.0253591);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(3.73336 -22.0536 0.0253591, 1.53307 -18.5652 -0.0129549);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(1.53307 -18.5652 -0.0129549, -0.578267 -15.2005 -0.00887521);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-0.578267 -15.2005 -0.00887521, -2.71317 -11.804 -0.0134604);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-2.71317 -11.804 -0.0134604, -4.84172 -8.41581 0.0629892);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-4.84172 -8.41581 0.0629892, -6.9721 -5.02529 -0.0252572);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-6.9721 -5.02529 -0.0252572, -9.1015 -1.63601 0.0311097);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-9.1015 -1.63601 0.0311097, -11.233 1.75602 -0.0919936);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-11.233 1.75602 -0.0919936, -13.357 5.13801 0.0327868);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-13.357 5.13801 0.0327868, -15.5091 8.55867 -0.0373946);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-15.5091 8.55867 -0.0373946, -17.5568 11.8318 0.125973);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-17.5568 11.8318 0.125973, -20.0044 15.6858 0.0627716);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-20.0044 15.6858 0.0627716, -21.0276 17.4166 0.256602);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-21.0276 17.4166 0.256602, -27.3519 27.2281 -0.0220225);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-27.3519 27.2281 -0.0220225, -23.7188 22.2594 -0.13788);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-23.7188 22.2594 -0.13788, -28.2791 28.7746 -0.0986631);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-28.2791 28.7746 -0.0986631, -30.0745 31.1433 0.0308561);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-30.0745 31.1433 0.0308561, -31.2926 33.8685 0.101151);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-31.2926 33.8685 0.101151, -36.3155 41.593 -0.103039);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-36.3155 41.593 -0.103039, -37.3618 40.9896 0.0786972);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-37.3618 40.9896 0.0786972, -44.8483 52.8708 -0.00165071);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-44.8483 52.8708 -0.00165071, -41.6361 47.7809 0.00338694);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-41.6361 47.7809 0.00338694, -43.9767 52.398 -0.0029257);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-43.9767 52.398 -0.0029257, -46.6396 58.9427 0.0197457);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-46.6396 58.9427 0.0197457, -45.0257 60.0572 0.0363302);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-45.0257 60.0572 0.0363302, -50.0623 61.0249 -0.0179435);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(32.3984 -73.0021 -0.250601, 34.1319 -67.7436 0.0220564);9;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(34.1319 -67.7436 0.0220564, 35.253 -68.8749 -0.0264041);9;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(6.98906 -28.8821 -0.0201095, -26.0218 48.2136 -0.0280186);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(35.253 -68.8749 -0.0264041, 28.5916 -40.2046 -0.201727);9;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-26.0218 48.2136 -0.0280186, 133.875 -222.825 -0.100394);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(28.5916 -40.2046 -0.201727, 32.9063 -64.9244 0.0308485);9;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(133.875 -222.825 -0.100394, 31.8602 -52.9592 1.77301E-10);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(32.9063 -64.9244 0.0308485, 6.98906 -28.8821 -0.0201095);9;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(31.8602 -52.9592 1.77301E-10, 32.5225 -46.4531 -9.52949E-10);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(32.5225 -46.4531 -9.52949E-10, 31.9743 -38.6955 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-29.1206 59.5556 0, -29.6194 57.9992 -0.00116505);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-29.6194 57.9992 -0.00116505, -30.5181 53.3072 -0.00844159);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-30.5181 53.3072 -0.00844159, -31.6214 51.632 -0.00420334);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-31.6214 51.632 -0.00420334, -35.2847 45.9216 0.00108313);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-35.2847 45.9216 0.00108313, -35.3148 45.136 0.00948164);4;10;2014-08-30 00:00:47;2014-08-30 00:00:48;47
LINESTRINGZ(-35.3149 45.1366 0.00363845, -44.8483 52.8708 -0.00182597);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(6.98912 -28.882 -0.0114278, 21.9903 -53.6109 -0.00297822);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(21.9903 -53.6109 -0.00297822, 19.954 -50.2609 -0.0121995);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(19.954 -50.2609 -0.0121995, 16.2978 -45.5015 -0.331444);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(16.2978 -45.5015 -0.331444, 19.2626 -41.7778 0.223902);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(19.2626 -41.7778 0.223902, 14.1611 -40.6516 0.0141437);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(14.1611 -40.6516 0.0141437, 15.513 -40.7154 -0.021034);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(15.513 -40.7154 -0.021034, 7.78006 -28.6649 0.00116518);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(7.78006 -28.6649 0.00116518, 8.77205 -30.0015 0.0299097);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(8.77205 -30.0015 0.0299097, 5.60872 -25.0784 -0.00952294);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(5.60872 -25.0784 -0.00952294, 3.73337 -22.0536 -0.000330168);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(3.73337 -22.0536 -0.000330168, 1.53307 -18.5652 0.0262219);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(1.53307 -18.5652 0.0262219, -0.578266 -15.2005 0.0642894);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-0.578266 -15.2005 0.0642894, -2.71316 -11.804 -0.013134);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-2.71316 -11.804 -0.013134, -4.84172 -8.41581 0.0508468);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-4.84172 -8.41581 0.0508468, -6.9721 -5.02529 -0.0218023);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-6.9721 -5.02529 -0.0218023, -9.1015 -1.636 0.0290401);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-9.1015 -1.636 0.0290401, -11.233 1.75602 -0.0837036);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-11.233 1.75602 -0.0837036, -13.357 5.13801 0.0318909);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-13.357 5.13801 0.0318909, -15.5091 8.55867 -0.0380085);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-15.5091 8.55867 -0.0380085, -17.5568 11.8318 0.119907);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-17.5568 11.8318 0.119907, -20.0044 15.6857 0.0617458);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-20.0044 15.6857 0.0617458, -21.0275 17.4166 0.255107);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-21.0275 17.4166 0.255107, -27.3519 27.2281 -0.0249493);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-27.3519 27.2281 -0.0249493, -23.7188 22.2593 -0.131348);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-23.7188 22.2593 -0.131348, -28.2791 28.7746 -0.0922508);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-28.2791 28.7746 -0.0922508, -30.0745 31.1432 0.0310376);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-30.0745 31.1432 0.0310376, -31.2926 33.8685 0.0981804);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-31.2926 33.8685 0.0981804, -36.3155 41.593 -0.103085);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-36.3155 41.593 -0.103085, -37.3618 40.9896 0.0787515);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-37.3618 40.9896 0.0787515, -44.8483 52.8708 -0.00182597);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-44.8483 52.8708 -0.00182597, -41.6361 47.7809 0.00326936);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-41.6361 47.7809 0.00326936, -43.9767 52.3981 -0.00238682);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-43.9767 52.3981 -0.00238682, -46.6395 58.9426 0.0192895);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-46.6395 58.9426 0.0192895, -45.0258 60.0572 0.0372348);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-45.0258 60.0572 0.0372348, -50.0623 61.0249 -0.0180665);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(32.3985 -73.0026 -0.262724, 34.132 -67.7436 0.02243);9;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(34.132 -67.7436 0.02243, 35.2529 -68.8749 -0.0268521);9;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(6.98912 -28.882 -0.0114278, -26.022 48.2131 -0.031811);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(35.2529 -68.8749 -0.0268521, 28.5911 -40.2068 -0.213265);9;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-26.022 48.2131 -0.031811, 133.875 -222.826 -0.105568);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(28.5911 -40.2068 -0.213265, 32.9061 -64.9246 0.0327206);9;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(133.875 -222.826 -0.105568, 31.8601 -52.9587 -1.48056E-09);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(32.9061 -64.9246 0.0327206, 6.98912 -28.882 -0.0114278);9;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(31.8601 -52.9587 -1.48056E-09, 32.5225 -46.4532 7.92255E-09);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(32.5225 -46.4532 7.92255E-09, 31.9743 -38.6955 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-29.1206 59.5556 0, -29.6194 57.9992 -0.00142183);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-29.6194 57.9992 -0.00142183, -30.5181 53.3072 -0.00897886);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-30.5181 53.3072 -0.00897886, -31.6214 51.632 -0.00435901);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-31.6214 51.632 -0.00435901, -35.2847 45.9215 0.00838339);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-35.2847 45.9215 0.00838339, -35.3149 45.1366 0.00363845);4;10;2014-08-30 00:00:48;2014-08-30 00:00:49;48
LINESTRINGZ(-35.3149 45.1372 0.0125252, -44.8483 52.8708 -0.00201087);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(6.98918 -28.8818 0.00996244, 21.9903 -53.6109 -0.00296986);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(21.9903 -53.6109 -0.00296986, 19.954 -50.2609 -0.0129434);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(19.954 -50.2609 -0.0129434, 16.2979 -45.5016 -0.331618);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(16.2979 -45.5016 -0.331618, 19.2625 -41.7777 0.224008);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(19.2625 -41.7777 0.224008, 14.1611 -40.6516 0.0142246);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(14.1611 -40.6516 0.0142246, 15.5131 -40.7153 -0.0211539);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(15.5131 -40.7153 -0.0211539, 7.78009 -28.6648 0.00946945);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(7.78009 -28.6648 0.00946945, 8.77203 -30.0015 0.0249596);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(8.77203 -30.0015 0.0249596, 5.60871 -25.0785 0.00719545);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(5.60871 -25.0785 0.00719545, 3.73338 -22.0536 -0.0568832);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(3.73338 -22.0536 -0.0568832, 1.53307 -18.5652 0.0020882);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(1.53307 -18.5652 0.0020882, -0.578264 -15.2005 0.0516995);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-0.578264 -15.2005 0.0516995, -2.71316 -11.804 -0.0483192);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-2.71316 -11.804 -0.0483192, -4.84172 -8.4158 0.035119);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-4.84172 -8.4158 0.035119, -6.9721 -5.02529 -0.0166077);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-6.9721 -5.02529 -0.0166077, -9.10149 -1.636 0.0255573);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-9.10149 -1.636 0.0255573, -11.233 1.75603 -0.0741553);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-11.233 1.75603 -0.0741553, -13.357 5.13801 0.0297862);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-13.357 5.13801 0.0297862, -15.5091 8.55867 -0.0372437);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-15.5091 8.55867 -0.0372437, -17.5567 11.8318 0.113225);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-17.5567 11.8318 0.113225, -20.0044 15.6857 0.0607066);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-20.0044 15.6857 0.0607066, -21.0275 17.4167 0.253529);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-21.0275 17.4167 0.253529, -27.3518 27.2282 -0.0281615);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-27.3518 27.2282 -0.0281615, -23.7189 22.2593 -0.124179);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-23.7189 22.2593 -0.124179, -28.2791 28.7747 -0.0850853);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-28.2791 28.7747 -0.0850853, -30.0746 31.1432 0.0310684);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-30.0746 31.1432 0.0310684, -31.2926 33.8686 0.0949661);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-31.2926 33.8686 0.0949661, -36.3155 41.593 -0.103132);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-36.3155 41.593 -0.103132, -37.3618 40.9896 0.0788086);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
LINESTRINGZ(-37.3618 40.9896 0.0788086, -44.8483 52.8708 -0.00201087);4;10;2014-08-30 00:00:49;2014-08-30 00:00:50;49
